Value,Count,LC20_BPS_220,LC24_SCla_250,nps_4kplus,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,LABEL,UNIT_NAME,UNIT_TYPE
179,660.000000000000000,724,132,371,10370_1_2_7,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,Conifer,336,105,-9999,80,Barren or Sparse,Ross Lake National Recreation Area,National Recreation Area
180,566.000000000000000,729,132,371,10420_1_7,North Pacific Mesic Western Hemlock-Silver Fir Forest,Conifer,3606,1742,-9999,1172,Barren or Sparse,Ross Lake National Recreation Area,National Recreation Area
181,41.000000000000000,721,132,371,10180_1_7,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,Conifer,253,129,276,65,Barren or Sparse,Ross Lake National Recreation Area,National Recreation Area
182,1570.000000000000000,727,132,371,10411_1_7,North Pacific Mountain Hemlock Forest-Wet,Conifer,10910,5135,-9999,3461,Barren or Sparse,Ross Lake National Recreation Area,National Recreation Area
183,42.000000000000000,744,132,369,11230_1_7_8_9,Columbia Plateau Steppe and Grassland,Grassland,39,-9999,-9999,39,Barren or Sparse,North Cascades National Park,National Park
184,1382.000000000000000,724,7,371,10370_1_2_7,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,Conifer,336,105,-9999,80,UE,Ross Lake National Recreation Area,National Recreation Area
185,378.000000000000000,734,132,371,10560_1_7_8_9,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,120,415,-9999,93,Barren or Sparse,Ross Lake National Recreation Area,National Recreation Area
186,566.000000000000000,731,132,371,10460_1_7_9,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer,345,79,-9999,64,Barren or Sparse,Ross Lake National Recreation Area,National Recreation Area
187,22.000000000000000,730,132,371,10450_1_7_8_9,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer,184,107,32,22,Barren or Sparse,Ross Lake National Recreation Area,National Recreation Area
188,703.000000000000000,731,2,371,10460_1_7_9,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer,345,79,-9999,64,B,Ross Lake National Recreation Area,National Recreation Area
189,490.000000000000000,725,132,371,10380_1_7,North Pacific Maritime Mesic Subalpine Parkland,Conifer,5183,-9999,-9999,5183,Barren or Sparse,Ross Lake National Recreation Area,National Recreation Area
190,6857.000000000000000,738,1,371,10680_1_7,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,Shrubland,-9999,-9999,-9999,-9999,A,Ross Lake National Recreation Area,National Recreation Area
191,1359.000000000000000,738,132,371,10680_1_7,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,Shrubland,-9999,-9999,-9999,-9999,Barren or Sparse,Ross Lake National Recreation Area,National Recreation Area
192,218.000000000000000,721,3,371,10180_1_7,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,Conifer,253,129,276,65,C,Ross Lake National Recreation Area,National Recreation Area
193,486.000000000000000,734,1,371,10560_1_7_8_9,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,120,415,-9999,93,A,Ross Lake National Recreation Area,National Recreation Area
194,579.000000000000000,724,132,369,10370_1_2_7,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,Conifer,336,105,-9999,80,Barren or Sparse,North Cascades National Park,National Park
195,12.000000000000000,728,5,371,10412_1_7,North Pacific Mountain Hemlock Forest-Xeric,Conifer,294,615,1001,166,E,Ross Lake National Recreation Area,National Recreation Area
196,7.000000000000000,730,4,371,10450_1_7_8_9,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer,184,107,32,22,D,Ross Lake National Recreation Area,National Recreation Area
197,16.000000000000000,733,132,371,10550_1_8_9,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,232,248,-9999,120,Barren or Sparse,Ross Lake National Recreation Area,National Recreation Area
198,28.000000000000000,728,2,371,10412_1_7,North Pacific Mountain Hemlock Forest-Xeric,Conifer,294,615,1001,166,B,Ross Lake National Recreation Area,National Recreation Area
199,36.000000000000000,733,5,371,10550_1_8_9,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,232,248,-9999,120,E,Ross Lake National Recreation Area,National Recreation Area
200,141.000000000000000,759,132,371,11780_1_2_7,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Conifer,-9999,-9999,-9999,-9999,Barren or Sparse,Ross Lake National Recreation Area,National Recreation Area
201,939.000000000000000,759,7,371,11780_1_2_7,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Conifer,-9999,-9999,-9999,-9999,UE,Ross Lake National Recreation Area,National Recreation Area
202,175.000000000000000,726,132,369,10390_1_2_3_7,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Conifer,404,-9999,-9999,404,Barren or Sparse,North Cascades National Park,National Park
203,573.000000000000000,759,120,371,11780_1_2_7,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Conifer,-9999,-9999,-9999,-9999,Developed,Ross Lake National Recreation Area,National Recreation Area
204,10.000000000000000,721,7,371,10180_1_7,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,Conifer,253,129,276,65,UE,Ross Lake National Recreation Area,National Recreation Area
205,183.000000000000000,731,1,371,10460_1_7_9,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer,345,79,-9999,64,A,Ross Lake National Recreation Area,National Recreation Area
206,15.000000000000000,736,2,371,10630_1,North Pacific Broadleaf Landslide Forest and Shrubland,Hardwood,457,915,-9999,304,B,Ross Lake National Recreation Area,National Recreation Area
207,30.000000000000000,731,3,371,10460_1_7_9,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer,345,79,-9999,64,C,Ross Lake National Recreation Area,National Recreation Area
208,1.000000000000000,721,120,371,10180_1_7,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,Conifer,253,129,276,65,Developed,Ross Lake National Recreation Area,National Recreation Area
209,915.000000000000000,718,132,371,10030,North Pacific Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Barren or Sparse,Ross Lake National Recreation Area,National Recreation Area
210,1724.000000000000000,740,2,371,10830_1,North Pacific Avalanche Chute Shrubland,Shrubland,998,-9999,-9999,998,B,Ross Lake National Recreation Area,National Recreation Area
211,755.000000000000000,741,1,371,10840_1,North Pacific Montane Shrubland,Shrubland,10975,-9999,-9999,10975,A,Ross Lake National Recreation Area,National Recreation Area
212,480.000000000000000,756,132,371,11710_1,North Pacific Alpine and Subalpine Dry Grassland,Grassland,504,-9999,-9999,504,Barren or Sparse,Ross Lake National Recreation Area,National Recreation Area
213,244.000000000000000,738,6,371,10680_1_7,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,Shrubland,-9999,-9999,-9999,-9999,UN,Ross Lake National Recreation Area,National Recreation Area
214,39.000000000000000,721,1,371,10180_1_7,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,Conifer,253,129,276,65,A,Ross Lake National Recreation Area,National Recreation Area
215,771.000000000000000,740,1,371,10830_1,North Pacific Avalanche Chute Shrubland,Shrubland,998,-9999,-9999,998,A,Ross Lake National Recreation Area,National Recreation Area
216,685.000000000000000,725,1,371,10380_1_7,North Pacific Maritime Mesic Subalpine Parkland,Conifer,5183,-9999,-9999,5183,A,Ross Lake National Recreation Area,National Recreation Area
217,374.000000000000000,726,1,369,10390_1_2_3_7,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Conifer,404,-9999,-9999,404,A,North Cascades National Park,National Park
218,5.000000000000000,728,3,371,10412_1_7,North Pacific Mountain Hemlock Forest-Xeric,Conifer,294,615,1001,166,C,Ross Lake National Recreation Area,National Recreation Area
219,741.000000000000000,756,2,371,11710_1,North Pacific Alpine and Subalpine Dry Grassland,Grassland,504,-9999,-9999,504,B,Ross Lake National Recreation Area,National Recreation Area
220,2.000000000000000,728,1,371,10412_1_7,North Pacific Mountain Hemlock Forest-Xeric,Conifer,294,615,1001,166,A,Ross Lake National Recreation Area,National Recreation Area
221,3466.000000000000000,758,1,369,11740_1_7,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Conifer,334,308,-9999,160,A,North Cascades National Park,National Park
222,433.000000000000000,759,132,369,11780_1_2_7,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Conifer,-9999,-9999,-9999,-9999,Barren or Sparse,North Cascades National Park,National Park
223,764.000000000000000,758,132,369,11740_1_7,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Conifer,334,308,-9999,160,Barren or Sparse,North Cascades National Park,National Park
224,254.000000000000000,752,3,371,11581_1_2_7,North Pacific Montane Riparian Woodland and Shrubland-Wet,Riparian,1888,1598,-9999,865,C,Ross Lake National Recreation Area,National Recreation Area
225,7322.000000000000000,758,3,369,11740_1_7,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Conifer,334,308,-9999,160,C,North Cascades National Park,National Park
226,1494.000000000000000,729,7,371,10420_1_7,North Pacific Mesic Western Hemlock-Silver Fir Forest,Conifer,3606,1742,-9999,1172,UE,Ross Lake National Recreation Area,National Recreation Area
227,2181.000000000000000,726,2,369,10390_1_2_3_7,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Conifer,404,-9999,-9999,404,B,North Cascades National Park,National Park
228,696.000000000000000,726,7,371,10390_1_2_3_7,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Conifer,404,-9999,-9999,404,UE,Ross Lake National Recreation Area,National Recreation Area
229,6801.000000000000000,758,2,369,11740_1_7,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Conifer,334,308,-9999,160,B,North Cascades National Park,National Park
230,5066.000000000000000,726,3,371,10390_1_2_3_7,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Conifer,404,-9999,-9999,404,C,Ross Lake National Recreation Area,National Recreation Area
231,587.000000000000000,726,7,369,10390_1_2_3_7,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Conifer,404,-9999,-9999,404,UE,North Cascades National Park,National Park
232,33.000000000000000,750,132,371,11560_1_2_7,North Pacific Lowland Riparian Forest and Shrubland,Riparian,749,-9999,-9999,749,Barren or Sparse,Ross Lake National Recreation Area,National Recreation Area
233,1976.000000000000000,726,4,371,10390_1_2_3_7,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Conifer,404,-9999,-9999,404,D,Ross Lake National Recreation Area,National Recreation Area
234,97.000000000000000,752,120,369,11581_1_2_7,North Pacific Montane Riparian Woodland and Shrubland-Wet,Riparian,1888,1598,-9999,865,Developed,North Cascades National Park,National Park
235,7509.000000000000000,758,5,369,11740_1_7,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Conifer,334,308,-9999,160,E,North Cascades National Park,National Park
236,304.000000000000000,740,7,371,10830_1,North Pacific Avalanche Chute Shrubland,Shrubland,998,-9999,-9999,998,UE,Ross Lake National Recreation Area,National Recreation Area
237,7.000000000000000,729,180,371,10420_1_7,North Pacific Mesic Western Hemlock-Silver Fir Forest,Conifer,3606,1742,-9999,1172,Agriculture,Ross Lake National Recreation Area,National Recreation Area
238,230.000000000000000,727,120,369,10411_1_7,North Pacific Mountain Hemlock Forest-Wet,Conifer,10910,5135,-9999,3461,Developed,North Cascades National Park,National Park
239,2.000000000000000,740,180,371,10830_1,North Pacific Avalanche Chute Shrubland,Shrubland,998,-9999,-9999,998,Agriculture,Ross Lake National Recreation Area,National Recreation Area
240,30.000000000000000,719,132,371,10060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Barren or Sparse,Ross Lake National Recreation Area,National Recreation Area
241,5.000000000000000,740,132,371,10830_1,North Pacific Avalanche Chute Shrubland,Shrubland,998,-9999,-9999,998,Barren or Sparse,Ross Lake National Recreation Area,National Recreation Area
242,1008.000000000000000,758,4,369,11740_1_7,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Conifer,334,308,-9999,160,D,North Cascades National Park,National Park
243,926.000000000000000,758,7,369,11740_1_7,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Conifer,334,308,-9999,160,UE,North Cascades National Park,National Park
244,81.000000000000000,726,132,371,10390_1_2_3_7,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Conifer,404,-9999,-9999,404,Barren or Sparse,Ross Lake National Recreation Area,National Recreation Area
245,5637.000000000000000,758,3,371,11740_1_7,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Conifer,334,308,-9999,160,C,Ross Lake National Recreation Area,National Recreation Area
